time,choke,GL
0,0,0
10,2,0
20,4,0
30,6,0
40,8,0
50,10,0
60,12,0
70,14,0
80,16,0
90,18,0
100,20,0
110,22,0
120,24,0
130,26,0
140,28,0
150,30,0
160,32,0
170,34,0
180,36,0
190,38,0
200,40,0
210,42,0
220,44,0
230,46,0
240,48,0
250,50,0
260,52,0
270,54,0
280,56,0
290,58,0
300,60,0
310,62,0
320,64,0
330,66,0
340,68,0
350,70,0
360,72,0
370,74,0
380,76,0
390,78,0
400,80,0
410,82,0
420,84,0
430,86,0
440,88,0
450,90,0
460,92,0
470,94,0
480,96,0
490,98,0
500,100,0
510,98,0
520,96,0
530,94,0
540,92,0
550,90,0
560,88,0
570,86,0
580,84,0
590,82,0
600,80,0
610,78,0
620,76,0
630,74,0
640,72,0
650,70,0
660,68,0
670,66,0
680,64,0
690,62,0
700,60,0
710,58,0
720,56,0
730,54,0
740,52,0
750,50,0
760,48,0
770,46,0
780,44,0
790,42,0
800,40,0
810,38,0
820,36,0
830,34,0
840,32,0
850,30,0
860,28,0
870,26,0
880,24,0
890,22,0
900,20,0
910,18,0
920,16,0
930,14,0
940,12,0
950,10,0
960,8,0
970,6,0
980,4,0
990,2,0
1000,0,0
