time,choke,GL
0,0,2000
100,0,2166
200,2,2332
300,4,2498
400,6,2332
500,4,2166
600,6,2332
700,4,2166
800,2,2332
900,0,2166
1000,2,2000
1100,4,2000
1200,6,2166
1300,8,2332
1400,10,2166
1500,8,2332
1600,10,2498
1700,8,2664
1800,10,2498
1900,8,2332
2000,10,2166
2100,12,2332
2200,14,2166
2300,16,2000
2400,18,2000
2500,16,2000
2600,14,2000
2700,12,2166
2800,10,2000
2900,8,2166
3000,6,2332
3100,4,2498
3200,2,2664
3300,0,2830
3400,0,2996
3500,0,2830
3600,2,2664
3700,0,2498
3800,0,2664
3900,2,2498
4000,4,2332
4100,6,2498
4200,8,2332
4300,6,2166
4400,4,2000
4500,2,2000
4600,4,2166
4700,6,2000
4800,4,2166
4900,2,2332
5000,4,2498
5100,2,2664
5200,4,2498
5300,2,2332
5400,0,2498
5500,2,2664
5600,0,2830
5700,0,2996
5800,0,3162
5900,0,3328
6000,2,3162
6100,4,2996
6200,6,2830
6300,8,2664
6400,6,2498
6500,8,2664
6600,6,2830
6700,8,2664
6800,6,2830
6900,8,2996
7000,6,2830
7100,4,2664
7200,2,2498
7300,4,2332
7400,2,2166
7500,0,2332
7600,0,2498
7700,0,2332
7800,2,2166
7900,0,2000
8000,0,2000
8100,2,2000
8200,4,2000
8300,2,2166
8400,4,2332
8500,2,2498
8600,4,2664
8700,2,2498
8800,4,2664
8900,6,2830
9000,4,2996
9100,6,2830
9200,4,2664
9300,2,2498
9400,4,2332
9500,2,2498
9600,4,2664
9700,2,2830
9800,0,2996
9900,0,2830
10000,2,2996
10100,0,3162
10200,0,2996
10300,0,3162
10400,0,2996
10500,2,3162
10600,4,3328
10700,6,3494
10800,8,3328
10900,10,3494
11000,12,3328
11100,10,3162
11200,8,2996
11300,6,2830
11400,8,2664
11500,6,2830
11600,4,2996
11700,6,2830
11800,8,2664
11900,10,2830
12000,8,2996
12100,10,2830
12200,12,2664
12300,10,2498
12400,12,2664
12500,14,2830
12600,12,2664
12700,14,2830
12800,12,2996
12900,10,2830
13000,8,2996
13100,10,2830
13200,12,2664
13300,14,2830
13400,12,2996
13500,10,2830
13600,8,2664
13700,10,2498
13800,12,2664
13900,14,2830
14000,12,2996
14100,14,3162
14200,16,3328
14300,14,3494
14400,16,3328
14500,14,3162
14600,12,3328
14700,14,3494
14800,16,3328
14900,14,3162
15000,12,3328
15100,10,3162
15200,8,3328
15300,6,3494
15400,4,3328
15500,6,3494
15600,8,3660
15700,6,3826
15800,4,3992
15900,6,3826
16000,4,3992
16100,6,3826
16200,8,3660
16300,6,3494
16400,8,3660
16500,10,3826
16600,12,3992
16700,14,3826
16800,12,3660
16900,10,3826
17000,8,3660
17100,10,3494
17200,8,3328
17300,10,3494
17400,8,3328
17500,10,3494
17600,12,3660
17700,10,3826
17800,8,3992
17900,10,4158
18000,12,3992
18100,14,4158
18200,16,3992
18300,18,4158
18400,16,3992
18500,14,3826
18600,16,3992
18700,18,4158
18800,20,3992
18900,22,3826
19000,24,3992
19100,26,3826
19200,24,3660
19300,26,3494
19400,28,3328
19500,26,3494
19600,28,3660
19700,26,3826
19800,28,3992
19900,26,3826
20000,28,3992
20100,30,3826
20200,32,3992
20300,34,3826
20400,36,3992
20500,34,3826
20600,32,3992
20700,30,3826
20800,32,3660
20900,30,3826
21000,32,3992
21100,30,3826
21200,32,3992
21300,34,4158
21400,36,4324
21500,38,4490
21600,36,4324
21700,34,4490
21800,32,4324
21900,34,4490
22000,36,4324
22100,34,4158
22200,32,3992
22300,34,3826
22400,32,3660
22500,30,3494
22600,32,3660
22700,34,3494
22800,32,3328
22900,30,3162
23000,28,2996
23100,26,2830
23200,24,2664
23300,22,2498
23400,20,2664
23500,22,2498
23600,24,2664
23700,26,2498
23800,28,2332
23900,26,2166
24000,24,2332
24100,22,2166
24200,20,2332
24300,22,2498
24400,20,2332
24500,18,2166
24600,16,2000
24700,18,2000
24800,16,2166
24900,18,2000
25000,16,2166
25100,18,2000
25200,16,2166
25300,18,2332
25400,20,2166
25500,22,2332
25600,24,2166
25700,26,2000
25800,24,2166
25900,22,2332
26000,24,2498
26100,22,2664
26200,24,2830
26300,26,2664
26400,24,2830
26500,22,2996
26600,24,2830
26700,26,2996
26800,24,2830
26900,26,2996
27000,24,3162
27100,26,2996
27200,24,3162
27300,22,3328
27400,24,3162
27500,22,3328
27600,20,3162
27700,22,3328
27800,20,3162
27900,22,3328
28000,24,3494
28100,26,3328
28200,28,3162
28300,26,3328
28400,28,3494
28500,30,3328
28600,32,3494
28700,34,3328
28800,32,3162
28900,34,3328
29000,32,3162
29100,30,2996
29200,28,2830
29300,30,2664
29400,28,2498
29500,30,2332
29600,32,2498
29700,34,2332
29800,36,2498
29900,34,2332
30000,36,2166
30100,34,2332
30200,36,2498
30300,38,2664
30400,36,2830
30500,34,2996
30600,36,2830
30700,34,2664
30800,32,2830
30900,34,2664
31000,32,2830
31100,30,2996
31200,32,3162
31300,30,3328
31400,32,3162
31500,30,3328
31600,32,3494
31700,30,3660
31800,32,3494
31900,30,3660
32000,28,3494
32100,30,3328
32200,32,3162
32300,34,2996
32400,36,2830
32500,34,2664
32600,36,2830
32700,38,2664
32800,40,2498
32900,42,2332
33000,44,2498
33100,42,2332
33200,44,2166
33300,46,2332
33400,48,2498
33500,50,2664
33600,48,2498
33700,50,2332
33800,48,2498
33900,46,2332
34000,44,2498
34100,42,2664
34200,44,2498
34300,42,2332
34400,44,2498
34500,46,2332
34600,44,2166
34700,46,2332
34800,44,2166
34900,42,2000
35000,40,2166
35100,42,2000
35200,44,2166
35300,42,2000
35400,40,2166
35500,38,2332
35600,40,2166
35700,42,2000
35800,44,2000
35900,42,2000
36000,40,2166
36100,42,2000
36200,40,2166
36300,38,2000
36400,36,2000
36500,34,2000
36600,32,2166
36700,30,2332
36800,28,2498
36900,30,2664
37000,28,2498
37100,26,2664
37200,28,2830
37300,26,2996
37400,28,2830
37500,30,2664
37600,28,2498
37700,30,2332
37800,32,2166
37900,30,2000
38000,28,2166
38100,26,2000
38200,24,2166
38300,26,2332
38400,24,2498
38500,26,2664
38600,24,2498
38700,26,2332
38800,24,2166
38900,26,2332
39000,28,2498
39100,26,2332
39200,24,2498
39300,22,2332
39400,24,2498
39500,22,2332
39600,24,2498
39700,22,2332
39800,20,2498
39900,22,2332
40000,20,2498
40100,18,2664
40200,16,2498
40300,18,2332
40400,16,2498
40500,14,2332
40600,16,2498
40700,18,2664
40800,20,2830
40900,22,2664
41000,20,2830
41100,18,2664
41200,16,2498
41300,18,2332
41400,20,2498
41500,22,2664
41600,20,2830
41700,18,2664
41800,20,2498
41900,18,2332
42000,20,2498
42100,18,2664
42200,16,2498
42300,14,2664
42400,16,2830
42500,18,2664
42600,20,2498
42700,22,2664
42800,24,2498
42900,26,2664
43000,24,2830
43100,22,2996
43200,24,2830
43300,26,2996
43400,28,2830
43500,26,2664
43600,24,2498
43700,22,2332
43800,20,2166
43900,18,2332
44000,16,2166
44100,18,2332
44200,20,2498
44300,22,2664
44400,24,2830
44500,26,2996
44600,28,2830
44700,30,2664
44800,28,2498
44900,30,2332
45000,28,2498
45100,30,2664
45200,32,2498
45300,30,2332
45400,32,2166
45500,30,2332
45600,32,2498
45700,34,2664
45800,36,2830
45900,34,2996
46000,32,3162
46100,30,3328
46200,28,3494
46300,30,3328
46400,32,3494
46500,34,3328
46600,32,3494
46700,34,3328
46800,32,3494
46900,34,3328
47000,36,3494
47100,34,3328
47200,32,3162
47300,30,2996
47400,32,3162
47500,34,2996
47600,32,3162
47700,34,3328
47800,36,3494
47900,38,3328
48000,36,3162
48100,34,2996
48200,36,3162
48300,34,3328
48400,36,3162
48500,38,3328
48600,36,3494
48700,34,3328
48800,36,3162
48900,34,2996
49000,32,3162
49100,30,2996
49200,28,3162
49300,26,2996
49400,28,3162
49500,26,2996
49600,24,3162
49700,22,3328
49800,24,3494
49900,26,3328
50000,28,3494
50100,26,3660
50200,24,3494
50300,26,3660
50400,28,3826
50500,30,3992
50600,32,4158
50700,30,4324
50800,32,4158
50900,34,3992
51000,36,3826
51100,38,3660
51200,40,3494
51300,38,3660
51400,36,3826
51500,38,3992
51600,36,3826
51700,34,3660
51800,36,3494
51900,38,3328
52000,40,3162
52100,42,3328
52200,44,3494
52300,42,3660
52400,40,3826
52500,38,3660
52600,40,3826
52700,38,3992
52800,36,3826
52900,38,3660
53000,40,3826
53100,42,3660
53200,44,3826
53300,46,3992
53400,44,3826
53500,46,3992
53600,48,4158
53700,46,3992
53800,44,4158
53900,42,4324
54000,40,4490
54100,38,4656
54200,36,4490
54300,38,4324
54400,36,4490
54500,34,4324
54600,32,4490
54700,30,4324
54800,32,4158
54900,34,3992
55000,32,4158
55100,34,3992
55200,32,3826
55300,30,3660
55400,28,3826
55500,30,3992
55600,28,3826
55700,26,3660
55800,28,3494
55900,26,3328
56000,24,3162
56100,26,2996
56200,28,3162
56300,26,3328
56400,28,3494
56500,30,3328
56600,28,3494
56700,26,3328
56800,28,3162
56900,30,2996
57000,28,3162
57100,30,3328
57200,28,3494
57300,26,3660
57400,28,3494
57500,26,3660
57600,24,3826
57700,26,3660
57800,28,3494
57900,26,3660
58000,28,3826
58100,26,3660
58200,28,3494
58300,30,3328
58400,28,3162
58500,26,2996
58600,24,3162
58700,26,3328
58800,28,3494
58900,30,3660
59000,32,3494
59100,34,3660
59200,32,3494
59300,34,3328
59400,36,3494
59500,38,3660
59600,40,3494
59700,42,3660
59800,40,3826
59900,38,3660
60000,40,3826
60100,38,3660
60200,36,3826
60300,38,3992
60400,36,3826
60500,38,3992
60600,40,4158
60700,38,3992
60800,40,3826
60900,42,3992
61000,40,3826
61100,42,3660
61200,44,3826
61300,42,3992
61400,44,4158
61500,46,4324
61600,44,4490
61700,42,4324
61800,44,4490
61900,42,4656
62000,40,4822
62100,42,4656
62200,44,4490
62300,42,4324
62400,40,4490
62500,38,4656
62600,36,4490
62700,34,4656
62800,36,4822
62900,38,4656
63000,36,4490
63100,38,4656
63200,40,4490
63300,38,4324
63400,36,4490
63500,34,4656
63600,32,4822
63700,34,4656
63800,32,4822
63900,34,4656
64000,36,4490
64100,34,4656
64200,36,4490
64300,38,4656
64400,36,4490
64500,34,4324
64600,32,4158
64700,30,4324
64800,28,4158
64900,26,3992
65000,28,3826
65100,30,3660
65200,28,3826
65300,30,3992
65400,32,3826
65500,34,3992
65600,36,4158
65700,34,3992
65800,32,3826
65900,30,3660
66000,32,3826
66100,34,3660
66200,36,3494
66300,34,3328
66400,36,3162
66500,38,3328
66600,36,3494
66700,38,3328
66800,36,3162
66900,38,3328
67000,36,3494
67100,34,3328
67200,32,3494
67300,34,3328
67400,36,3162
67500,38,3328
67600,36,3494
67700,34,3660
67800,36,3826
67900,34,3660
68000,36,3826
68100,34,3660
68200,32,3826
68300,34,3660
68400,32,3494
68500,34,3660
68600,32,3494
68700,30,3660
68800,32,3826
68900,30,3992
69000,32,4158
69100,34,4324
69200,32,4490
69300,30,4324
69400,32,4490
69500,34,4656
69600,36,4490
69700,38,4324
69800,40,4158
69900,42,4324
70000,44,4490
70100,46,4324
70200,48,4158
70300,50,4324
70400,48,4490
70500,50,4656
70600,52,4822
70700,54,4656
70800,56,4490
70900,58,4656
71000,56,4822
71100,54,4656
71200,52,4490
71300,54,4656
71400,56,4490
71500,58,4324
71600,56,4158
71700,58,4324
71800,56,4490
71900,58,4656
72000,56,4822
72100,58,4988
72200,60,5154
72300,62,4988
72400,64,4822
72500,66,4988
72600,68,5154
72700,70,5320
72800,72,5154
72900,70,5320
73000,72,5486
73100,70,5652
73200,72,5818
73300,70,5984
73400,72,5818
73500,70,5652
73600,68,5486
73700,70,5652
73800,68,5486
73900,70,5652
74000,68,5486
74100,66,5652
74200,64,5486
74300,62,5320
74400,60,5154
74500,58,4988
74600,56,5154
74700,54,5320
74800,52,5486
74900,50,5320
75000,48,5154
75100,46,4988
75200,44,5154
75300,42,5320
75400,44,5154
75500,46,5320
75600,44,5486
75700,42,5652
75800,40,5818
75900,38,5652
76000,36,5818
76100,34,5984
76200,36,6150
76300,38,5984
76400,40,6150
76500,42,6316
76600,44,6482
76700,42,6316
76800,40,6150
76900,38,6316
77000,36,6482
77100,38,6316
77200,36,6482
77300,38,6648
77400,36,6482
77500,34,6648
77600,32,6814
77700,30,6648
77800,32,6814
77900,30,6980
78000,28,6814
78100,30,6648
78200,32,6482
78300,30,6648
78400,28,6482
78500,30,6316
78600,32,6482
78700,30,6316
78800,28,6150
78900,30,6316
79000,32,6482
79100,30,6316
79200,32,6482
79300,34,6316
79400,36,6150
79500,34,5984
79600,36,6150
79700,38,5984
79800,36,6150
79900,34,5984
80000,36,5818
80100,38,5652
80200,40,5486
80300,38,5320
80400,36,5154
80500,38,5320
80600,40,5154
80700,42,5320
80800,44,5486
80900,46,5320
81000,44,5486
81100,46,5652
81200,44,5818
81300,42,5652
81400,40,5818
81500,38,5984
81600,40,6150
81700,38,6316
81800,40,6150
81900,38,5984
82000,40,6150
82100,42,6316
82200,44,6482
82300,42,6316
82400,44,6482
82500,46,6648
82600,48,6482
82700,46,6648
82800,48,6482
82900,50,6316
83000,52,6150
83100,50,6316
83200,52,6150
83300,54,5984
83400,56,5818
83500,58,5984
83600,56,5818
83700,54,5652
83800,56,5486
83900,54,5320
84000,56,5154
84100,54,5320
84200,56,5486
84300,54,5320
84400,52,5486
84500,54,5320
84600,56,5154
84700,54,5320
84800,52,5154
