time,choke,GL
0,50,0
100,52,0
200,52,0
300,52,0
400,54,0
500,54,0
600,52,0
700,52,0
800,52,0
900,52,0
1000,50,0
1100,50,0
1200,48,0
1300,48,0
1400,48,0
1500,48,0
1600,46,0
1700,46,0
1800,44,0
1900,44,0
2000,42,0
2100,42,0
2200,42,0
2300,42,0
2400,44,0
2500,44,0
2600,44,0
2700,44,0
2800,46,0
2900,46,0
3000,46,0
3100,44,0
3200,44,0
3300,44,0
3400,46,0
3500,46,0
3600,46,0
3700,48,0
3800,48,0
3900,46,0
4000,46,0
4100,46,0
4200,46,0
4300,44,0
4400,44,0
4500,42,0
4600,44,0
4700,44,0
4800,44,0
4900,46,0
