time,choke,GL
0,20,0
1000,22,0
2000,24,0
3000,26,0
4000,28,0
5000,30,0
6000,32,0
7000,34,0
8000,36,0
9000,38,0
10000,40,0
11000,42,0
12000,44,0
13000,46,0
14000,48,0
15000,50,0
16000,52,0
17000,54,0
18000,56,0
19000,58,0
20000,60,0
21000,62,0
22000,64,0
23000,66,0
24000,68,0
25000,70,0
26000,72,0
27000,74,0
28000,76,0
29000,78,0
30000,80,0
31000,82,0
32000,84,0
33000,86,0
34000,88,0
35000,90,0
36000,92,0
37000,94,0
38000,96,0
39000,98,0
40000,100,0
40000,100,0
41000,100,200
42000,100,400
43000,100,600
44000,100,800
45000,100,1000
46000,100,1200
47000,100,1400
48000,100,1600
49000,100,1800
50000,100,2000
51000,100,2200
52000,100,2400
53000,100,2600
54000,100,2800
55000,100,3000
56000,100,3200
57000,100,3400
58000,100,3600
59000,100,3800
60000,100,4000
61000,100,4200
62000,100,4400
63000,100,4600
64000,100,4800
65000,100,5000
66000,100,5200
67000,100,5400
68000,100,5600
69000,100,5800
70000,100,6000
71000,100,6200
72000,100,6400
73000,100,6600
74000,100,6800
75000,100,7000
76000,100,7200
77000,100,7400
78000,100,7600
79000,100,7800
80000,100,8000
81000,100,8200
82000,100,8400
83000,100,8600
84000,100,8800
85000,100,9000
86000,100,9200
87000,100,9400
88000,100,9600
89000,100,9800
90000,100,10000
