time,choke,GL
0,100,0
1000,100,200
2000,100,400
3000,100,600
4000,100,800
5000,100,1000
6000,100,1200
7000,100,1400
8000,100,1600
9000,100,1800
10000,100,2000
11000,100,2200
12000,100,2400
13000,100,2600
14000,100,2800
15000,100,3000
16000,100,3200
17000,100,3400
18000,100,3600
19000,100,3800
20000,100,4000
21000,100,4200
22000,100,4400
23000,100,4600
24000,100,4800
25000,100,5000
26000,100,5200
27000,100,5400
28000,100,5600
29000,100,5800
30000,100,6000
31000,100,6200
32000,100,6400
33000,100,6600
34000,100,6800
35000,100,7000
36000,100,7200
37000,100,7400
38000,100,7600
39000,100,7800
40000,100,8000
41000,100,8200
42000,100,8400
43000,100,8600
44000,100,8800
45000,100,9000
46000,100,9200
47000,100,9400
48000,100,9600
49000,100,9800
50000,100,10000
