time,choke,GL
0,100,0
300,100,200
600,100,400
900,100,600
1200,100,800
1500,100,1000
1800,100,1200
2100,100,1400
2400,100,1600
2700,100,1800
3000,100,2000
3300,100,2200
3600,100,2400
3900,100,2600
4200,100,2800
4500,100,3000
4800,100,3200
5100,100,3400
5400,100,3600
5700,100,3800
6000,100,4000
6300,100,4200
6600,100,4400
6900,100,4600
7200,100,4800
7500,100,5000
7800,100,5200
8100,100,5400
8400,100,5600
8700,100,5800
9000,100,6000
9300,100,6200
9600,100,6400
9900,100,6600
10200,100,6800
10500,100,7000
10800,100,7200
11100,100,7400
11400,100,7600
11700,100,7800
12000,100,8000
12300,100,8200
12600,100,8400
12900,100,8600
13200,100,8800
13500,100,9000
13800,100,9200
14100,100,9400
14400,100,9600
14700,100,9800
15000,100,10000
